"Sample.name"	"Sample.GMme2"	"Sex"	"Biosample.ID"	"Population.code"	"Population.name"	"Superpopulation.code"	"Superpopulation.name"	"Population.elastic.ID"	"Data.collections"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"
"NA12400"	"GM12400"	"female"	"SAME123881"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA12400"	-0.0470369	-0.00681014	-0.0389769	0.00424523	-0.00288046	0.00459951	0.000211486	-0.00826693	-0.00251421	-0.0106535
"NA12413"	"GM12413"	"male"	"SAME124055"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA12413"	-0.0464065	-0.00632204	-0.0240042	0.00161061	9.8217e-05	-0.00381453	-0.000632226	-0.0116897	-0.0219947	0.018826
"NA12489"	"GM12489"	"female"	"SAME125358"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA12489"	-0.046536	-0.00145542	-0.023957	0.00616341	-0.0217846	-0.00718097	0.0081761	-0.0064259	0.000908899	0.0049238
"NA12740"	"GM12740"	"female"	"SAME124822"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA12740"	-0.0460579	0.00396743	-0.0109185	-0.00310661	0.00739849	0.0106405	-0.00485871	-0.00193897	0.00772819	0.0100774
"NA12752"	"GM12752"	"male"	"SAME123518"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA12752"	-0.0467826	-0.00214876	-0.02374	-0.000345776	-0.00455361	0.0148494	0.0110307	-0.0171348	0.0040452	-0.0314486
"NA12767"	"GM12767"	"female"	"SAME124472"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA12767"	-0.0465148	-0.00702907	-0.0162374	2.68244e-05	0.00218543	-0.0118003	-0.00448982	-0.0043209	0.00197629	-0.0157162
"NA12814"	"GM12814"	"male"	"SAME123021"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA12814"	-0.0458641	-0.00479194	-0.0120901	0.00541914	-0.00763364	-0.00505168	-0.00377702	-0.0120591	-0.0068226	-0.010999
"NA12818"	"GM12818"	"female"	"SAME123025"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA12818"	-0.0471132	-0.0127842	-0.0259693	0.0103092	0.0149147	0.0130285	-0.000839446	0.00246458	-0.00119261	-0.0149962
"NA12832"	"GM12832"	"female"	"SAME125290"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA12832"	-0.0470378	-0.00127517	-0.0212181	0.00863464	-0.00700536	0.00525315	0.00428829	0.000193427	0.00752292	-0.0254093
"NA12873"	"GM12873"	"female"	"SAME123388"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA12873"	-0.0466924	0.00338578	-0.0141046	0.00964984	0.0155162	0.00474601	-0.00702126	-0.00842718	-0.0121058	0.00927458
"NA12877"	"GM12877"	"male"	"SAME123391"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,Illumina Platinum pedigree,1000 Genomes phase 3 release"	"NA12877"	-0.045955	0.0024637	-0.0197298	0.00793524	0.0113219	0.00994595	0.0163044	-0.0198589	0.00406016	0.0035298
"NA18484"	"GM18484"	"female"	"SAME124101"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18484"	0.0499984	-0.00012357	0.0106582	0.0611221	-0.0422802	-0.103162	-0.00313376	0.0124405	0.0604851	-0.0246289
"NA18485"	"GM18485"	"male"	"SAME124100"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18485"	0.0498041	-0.00710989	0.00662288	0.0878737	0.0269821	0.0394971	-0.0305321	-0.0193096	-0.029953	0.0901427
"NA18498"	"GM18498"	"male"	"SAME124058"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA18498"	0.0480421	-0.0171884	-0.00131064	0.0866645	0.0414065	0.0059484	-0.0384982	0.0284582	-0.0346312	0.041722
"NA18502"	"GM18502"	"female"	"SAME125055"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA18502"	0.0503671	-0.00943294	0.000532791	0.106987	0.0192051	0.0320363	-0.0621497	0.0109461	0.182911	-0.123029
"NA18503"	"GM18503"	"male"	"SAME125056"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18503"	0.0504657	0.000433718	0.0117384	0.0898093	-0.0481908	-0.0444447	-0.018054	0.120051	0.0352362	0.0644189
"NA18506"	"GM18506"	"male"	"SAME125059"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18506"	0.0487551	-0.0130018	0.0015807	0.0600821	0.0360645	-0.0385509	-0.0239729	-0.0523011	-0.0147015	0.0266026
"NA18510"	"GM18510"	"male"	"SAME124886"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA18510"	0.0468365	-0.011165	-0.00479869	0.0348124	0.0416455	-0.0303019	-0.0105969	-0.0119473	0.000899238	0.104755
"NA18511"	"GM18511"	"female"	"SAME124885"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA18511"	0.0478031	0.0145646	0.00135647	0.0675382	0.000868195	-0.0805873	-0.0205432	0.0370699	-0.0734316	0.0283241
"NA18516"	"GM18516"	"male"	"SAME124884"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA18516"	0.0495963	-0.0151349	0.00396007	0.0455987	0.0168084	0.0218838	0.0658175	0.0420122	0.0205048	0.0921351
"NA18519"	"GM18519"	"male"	"SAME124888"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA18519"	0.0490538	-0.0195344	0.00108216	0.0608011	0.0728056	0.00380135	-0.0594013	0.00307701	-0.109008	0.0931583
"NA18521"	"GM18521"	"male"	"SAME123566"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18521"	0.0498421	0.00134169	0.00381131	0.0477453	-0.0186844	-0.0636905	-0.0526431	-0.0888118	0.0244051	-0.0229451
"NA18854"	"GM18854"	"male"	"SAME124734"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18854"	0.0504571	-0.0258192	0.0132902	0.0847666	0.0555233	0.0342231	0.0206499	0.0201145	0.0537833	0.00237632
"NA18855"	"GM18855"	"female"	"SAME124735"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18855"	0.0483116	0.00164447	0.0133561	0.0399232	0.0179552	0.0943761	0.008707	0.0197046	0.00521357	-0.110872
"NA18859"	"GM18859"	"male"	"SAME124731"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18859"	0.0506688	0.00907714	-0.0127097	0.0726924	-0.0739082	-0.0248471	-0.00892007	0.179647	0.0583301	0.063731
"NA18864"	"GM18864"	"female"	"SAME124903"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18864"	0.0490231	-0.00720492	-0.0174151	0.0696715	-0.0152259	-0.0705031	-0.0801161	0.0553749	0.0682514	-0.0168499
"NA18869"	"GM18869"	"male"	"SAME124909"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18869"	0.0493386	0.00122369	0.000113667	0.0868058	-0.052904	-0.169209	0.0100022	0.0452545	-0.0593721	-0.0608187
"NA18875"	"GM18875"	"female"	"SAME123545"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18875"	0.0521712	-0.00147496	0.00963981	0.0355205	-0.0216587	-0.055725	0.0421546	0.0201816	-0.0994132	-0.0210415
"NA18876"	"GM18876"	"female"	"SAME125103"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18876"	0.0490829	-0.0297717	0.0107302	0.063677	0.092806	-0.0147484	0.0226687	-0.0703373	-0.0314473	0.11756
"NA18879"	"GM18879"	"male"	"SAME125108"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18879"	0.0495473	-0.020611	-0.00286717	0.0979678	0.0461646	0.0661803	-0.0595229	-0.0945858	-0.0817062	-0.0509574
"NA18881"	"GM18881"	"female"	"SAME125308"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18881"	0.0487736	0.0122716	0.00679587	0.0552004	-0.00476537	0.0877628	-0.0294898	-0.012967	-0.00722582	0.00284414
"NA18911"	"GM18911"	"male"	"SAME123401"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18911"	0.0520361	-0.00280131	0.00453262	0.0938804	0.0264225	-0.0122022	-0.0688598	0.0411991	-0.0294187	0.00356381
"NA18913"	"GM18913"	"male"	"SAME123403"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18913"	0.0503191	-0.0286674	0.015094	0.0496428	0.044453	-0.0350833	0.113657	-0.140389	-0.00727277	0.0175545
"NA18915"	"GM18915"	"male"	"SAME123405"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA18915"	0.0502334	-0.00845425	0.00629825	0.0756788	0.0218632	-0.0637492	0.00375151	-0.00763179	-0.0221766	0.0190711
"NA18917"	"GM18917"	"male"	"SAME123407"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA18917"	0.0493275	-0.0210972	0.00946291	0.0769332	0.0542364	0.0148594	0.020832	0.00437758	0.0740449	0.0221464
"NA18923"	"GM18923"	"male"	"SAME123205"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA18923"	0.0502204	-0.0258857	0.00514188	0.081155	-0.0423137	0.00723633	-0.04762	0.0395876	-0.0195009	0.0011607
"NA18934"	"GM18934"	"male"	"SAME123036"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA18934"	0.0478736	0.0074463	0.00541209	0.103278	0.00712546	-0.00554026	0.0430499	0.0761689	0.0279891	0.0670554
"NA19017"	"GM19017"	"female"	"SAME124259"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19017"	0.0454315	-0.137787	0.0293947	-0.0725803	0.00105113	0.0564826	0.0725209	-0.0156847	0.0207453	0.00143248
"NA19023"	"GM19023"	"female"	"SAME124854"	"LWK"	"Luhya,Luhya"	"AFR"	"African Ancestry,Africa (SGDP)"	"LWK,LuhyaSGDP"	"1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19023"	0.0429064	-0.071865	0.0260605	-0.0671922	0.00161795	0.0162454	-0.0654606	-0.00517526	0.0077677	0.153346
"NA19026"	"GM19026"	"male"	"SAME124849"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19026"	0.0453817	-0.15026	0.036763	-0.144062	0.0420985	-0.0891451	0.0509291	0.232627	-0.0828927	-0.169132
"NA19028"	"GM19028"	"male"	"SAME124848"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19028"	0.0459343	-0.118681	0.0362858	-0.0774538	0.0350415	0.033864	0.0193963	0.0556673	-0.0553734	-0.134366
"NA19031"	"GM19031"	"male"	"SAME123543"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19031"	0.0416208	-0.107243	0.01893	-0.0860212	-0.0142765	0.0710151	-0.019082	-0.0484727	0.020279	-0.0020518
"NA19036"	"GM19036"	"female"	"SAME124666"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium 2,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19036"	0.0441827	-0.109417	0.0372295	-0.0712242	-0.0104421	-0.0165983	-0.0614025	0.035602	0.072188	0.0634
"NA19038"	"GM19038"	"female"	"SAME124668"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19038"	0.0426214	-0.110963	0.0228264	-0.0526344	0.00911039	0.0111182	0.0743802	-0.0233077	-0.157005	0.0773081
"NA19041"	"GM19041"	"male"	"SAME125241"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19041"	0.0437655	-0.0907183	0.0208316	-0.0847826	0.0375332	-0.0143182	0.00778134	0.0267366	0.0842155	-0.0123711
"NA19042"	"GM19042"	"female"	"SAME125242"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19042"	0.0413357	-0.0938416	0.0236061	-0.0672192	0.00486053	0.0151222	-0.0271384	-0.0675603	0.0240951	0.00095791
"NA19043"	"GM19043"	"male"	"SAME125243"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19043"	0.0435202	-0.093853	0.0129423	-0.0708275	0.0373487	-0.00299717	0.0199104	0.018314	0.0773542	-0.0250819
"NA19094"	"GM19094"	"female"	"SAME123171"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19094"	0.0496712	-0.00449985	-0.000579422	0.0769761	-0.0397773	-0.0881272	-0.0466858	0.0793937	-0.0981175	0.138837
"NA19097"	"GM19097"	"female"	"SAME123168"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19097"	0.0491274	-0.0223536	0.00637793	0.0396286	0.0451849	0.0786628	-0.0353572	-0.149877	0.0469923	0.0987473
"NA19102"	"GM19102"	"female"	"SAME125112"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA19102"	0.0488907	-0.0161426	-0.00677959	0.0244523	0.0504038	0.056368	-0.0524536	0.111712	-0.0720113	-0.00145083
"NA19109"	"GM19109"	"female"	"SAME124544"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19109"	0.0478953	-0.0103981	0.0226518	0.026698	0.107233	0.0885648	0.117216	0.0782596	0.00717324	-0.0832773
"NA19115"	"GM19115"	"female"	"SAME123857"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19115"	0.0504996	-0.010104	0.0103332	0.0466905	0.0297894	0.0668758	0.0245423	0.036892	0.0529192	-0.052859
"NA19118"	"GM19118"	"female"	"SAME122943"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA19118"	0.0497191	-0.0148771	-0.00912789	0.074971	-0.0533552	-0.0594206	0.0693735	0.083838	-0.0150147	0.017766
"NA19123"	"GM19123"	"male"	"SAME125013"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19123"	0.047995	0.0145288	-0.00261755	0.0128374	-0.0116067	-0.0575448	0.09771	-0.082133	-0.184883	0.00945943
"NA19128"	"GM19128"	"male"	"SAME125022"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19128"	0.0496897	-0.00373431	0.000241555	0.0504235	-0.0075839	0.0812772	-0.0431427	-0.0119047	0.0237538	0.0283315
"NA19132"	"GM19132"	"female"	"SAME125231"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19132"	0.0493129	-0.0319197	0.00445324	0.0342443	0.0529062	0.0486314	-0.0611708	-0.044796	0.0695454	0.0962421
"NA19139"	"GM19139"	"male"	"SAME125237"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19139"	0.0502647	-0.0242154	0.0142186	0.0512157	0.0350838	-0.0135318	-0.0222428	-0.00773252	-0.00868071	0.0746572
"NA19140"	"GM19140"	"female"	"SAME124608"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19140"	0.0497691	-0.0224161	-0.0018059	0.0750138	0.0629205	0.0137763	0.0156307	0.0987783	0.022202	0.0415871
"NA19145"	"GM19145"	"male"	"SAME123372"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19145"	0.0487702	-0.000968956	-0.00548939	0.0630264	-0.0381418	0.00358404	-0.0396859	-0.0529858	0.0671585	-0.0641395
"NA19146"	"GM19146"	"male"	"SAME125080"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA19146"	0.0504018	-0.0153793	0.00169854	0.0734477	0.0844302	0.0496021	0.0394298	-0.0535262	0.0210263	0.0482806
"NA19150"	"GM19150"	"male"	"SAME124838"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA19150"	0.0494184	0.00646318	0.00824069	0.0667103	-0.0310798	0.0457446	0.0486289	0.0355679	-0.0876787	-0.0590451
"NA19154"	"GM19154"	"male"	"SAME124835"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19154"	0.0499426	-0.000427494	-0.00369249	0.0569633	0.0245209	-0.0756463	-0.0264795	-0.0417297	-0.0124765	-0.0314491
"NA19159"	"GM19159"	"female"	"SAME124716"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA19159"	0.0490121	-0.033435	-0.000383226	0.0818845	0.0389607	0.0585345	0.0998473	0.0281551	-0.0804638	0.0220281
"NA19173"	"GM19173"	"male"	"SAME124421"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19173"	0.0487683	-0.00132366	3.60504e-05	0.0464228	0.0856656	0.0385486	0.102496	0.0762136	0.0589312	0.130352
"NA19189"	"GM19189"	"male"	"SAME123869"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA19189"	0.0496777	-0.0109685	0.0138066	0.0641534	0.0255426	0.0556469	0.00515223	0.0684133	0.0818168	-0.000596376
"NA19202"	"GM19202"	"female"	"SAME122987"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19202"	0.0494525	0.00258032	0.00239383	0.0774461	0.0020861	0.084449	0.0315897	0.031572	-0.0892507	-0.0732723
"NA19203"	"GM19203"	"male"	"SAME122988"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19203"	0.0500632	-0.00750216	0.0088248	0.0411561	-0.0492055	-0.0412368	0.0410899	0.00870403	0.0633998	-0.0348448
"NA19223"	"GM19223"	"male"	"SAME125223"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA19223"	0.0519135	-0.00557572	0.00921238	0.0348385	0.083122	0.042261	-0.0360671	-0.0551583	-0.123935	0.0638118
"NA19225"	"GM19225"	"female"	"SAME125218"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA19225"	0.04747	-0.0256246	0.00383865	0.116528	-0.00261602	-0.0641087	-0.00858101	0.0474784	-0.0186572	-0.0637512
"NA19235"	"GM19235"	"female"	"SAME125002"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA19235"	0.0487809	-0.0137287	0.00472634	0.0384258	0.0655748	0.0620924	0.0553737	-0.0317956	0.00951165	-0.000577857
"NA19248"	"GM19248"	"male"	"SAME123681"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA19248"	0.0491954	0.0177994	-0.00554056	0.0398326	-0.0149513	0.0524422	-0.0172956	0.0349924	-0.111086	0.118907
"NA19258"	"GM19258"	"male"	"SAME125045"	"YRI"	"Yoruba"	"AFR"	"African Ancestry"	"YRI"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA19258"	0.0494747	-0.0069954	0.00906364	0.0663415	-0.0608306	-0.0317371	0.0379746	-0.0199073	-0.024723	-0.00842735
"NA19307"	"GM19307"	"male"	"SAME124981"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19307"	0.045705	-0.105066	0.0300906	-0.0762131	-0.0333093	-0.00888847	-0.0924992	0.00906675	-0.0325803	-0.171879
"NA19308"	"GM19308"	"male"	"SAME124985"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19308"	0.0447749	-0.0934838	0.0152769	-0.0412174	-0.0255354	-0.109567	0.0101013	-0.0337667	-0.00772306	0.0877996
"NA19315"	"GM19315"	"female"	"SAME123310"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19315"	0.0441047	-0.0955094	0.0221004	-0.0484404	0.0446573	0.0542546	-0.0131723	-0.128843	0.00620108	-0.109371
"NA19317"	"GM19317"	"male"	"SAME123312"	"LWK"	"Luhya"	"AFR"	"African Ancestry"	"LWK"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA19317"	0.0444808	-0.125471	0.0271561	-0.104668	-0.0432659	-0.0536761	0.076206	0.0539915	0.0244161	0.127555
