"V5"	"id"	"sig"	"V4"	"V1"	"V2"	"V3"	"med_fst"	"outlier"	"sig2"
"ALDOA"	5763	0	"ENSG00000149925"	"chr16"	30053090	30070457	0.0828531	0	0
"ALDOC"	2379	12	"ENSG00000109107"	"chr17"	28573115	28577264	0.01905475	0	1
"ALG1"	328	0	"ENSG00000033011"	"chr16"	5033960	5087379	0.0562786285666667	0	0
"ALG10"	4916	0	"ENSG00000139133"	"chr12"	34022281	34029694	0.110064299237838	0	0
"ALG10B"	8062	0	"ENSG00000175548"	"chr12"	38316578	38329728	0.130442710561538	0	0
"ALG14"	7795	8	"ENSG00000172339"	"chr1"	94974407	95072945	0.0666697445454545	0	1
"ALG2"	3211	0	"ENSG00000119523"	"chr9"	99216426	99221956	0.0529412680777778	0	0
"ALG3"	9759	8	"ENSG00000214160"	"chr3"	184242301	184249548	0.141871742857143	0	1
"ALG5"	3314	0	"ENSG00000120697"	"chr13"	36949775	37000261	0.149792933333333	0	0
"ALG6"	1178	0	"ENSG00000088035"	"chr1"	63367590	63438562	0.0351315157142857	0	0
"ALG8"	6293	11	"ENSG00000159063"	"chr11"	78100936	78139660	0.119535226716216	0	1
"ALG9"	1145	8	"ENSG00000086848"	"chr11"	111782195	111871581	0.0983927	0	1
"ALKBH1"	1565	0	"ENSG00000100601"	"chr14"	77672404	77708020	0.0662555226285714	0	0
"ALKBH2"	9036	8	"ENSG00000189046"	"chr12"	109088188	109093631	0.133211193448276	0	1
"ALKBH3"	7071	0	"ENSG00000166199"	"chr11"	43880811	43920266	0.118334403666667	0	0
"ALKBH4"	6458	0	"ENSG00000160993"	"chr7"	102456238	102464876	0.0749124609444444	0	0
"ALKBH5"	1296	7	"ENSG00000091542"	"chr17"	18183078	18209954	0.0225704557857143	0	1
"ALKBH6"	9904	0	"ENSG00000239382"	"chr19"	36009120	36014239	0.15654739	0	0
"ALKBH7"	3659	0	"ENSG00000125652"	"chr19"	6372433	6375251	0.136658895333333	0	0
"ALKBH8"	4760	0	"ENSG00000137760"	"chr11"	107502726	107565746	0.127078815692308	0	0
"ALMS1"	2954	0	"ENSG00000116127"	"chr2"	73385758	73610793	0.12508583	0	0
"ALOX5"	205	12	"ENSG00000012779"	"chr10"	45374176	45446119	0.047620514125	0	1
"ALOX5AP"	4240	12	"ENSG00000132965"	"chr13"	30713478	30764426	0.246048217857143	1	1
"ALPK1"	831	0	"ENSG00000073331"	"chr4"	112285509	112442620	0.147562244814815	0	0
"ALPK2"	9446	0	"ENSG00000198796"	"chr18"	58481247	58628957	0.0750024471428571	0	0
"ALS2"	27	8	"ENSG00000003393"	"chr2"	201700554	201781189	0.0635954421571429	0	1
"ALYREF"	8618	0	"ENSG00000183684"	"chr17"	81887844	81891586	0.216971	0	0
"AMBRA1"	2473	8	"ENSG00000110497"	"chr11"	46396414	46594125	0.14648794	0	1
"AMD1"	3502	8	"ENSG00000123505"	"chr6"	110874770	110895713	0.0652291596071429	0	1
"AMDHD2"	6512	0	"ENSG00000162066"	"chr16"	2520357	2531422	0.190462	0	0
"AMFR"	6332	12	"ENSG00000159461"	"chr16"	56361452	56425538	0.0489882151875	0	1
"AMMECR1L"	5369	0	"ENSG00000144233"	"chr2"	127861630	127885922	0.142958839294118	0	0
"AMOTL1"	7046	12	"ENSG00000166025"	"chr11"	94706431	94876753	0.228099711538462	0	1
"AMPD2"	2976	0	"ENSG00000116337"	"chr1"	109616104	109632051	0.0523083306666667	0	0
"AMPD3"	4299	8	"ENSG00000133805"	"chr11"	10308313	10507579	0.0792200441666667	0	1
"AMY2B"	9911	11	"ENSG00000240038"	"chr1"	103553815	103579534	0.0981643777777778	0	1
"AMZ1"	8010	12	"ENSG00000174945"	"chr7"	2679522	2775500	0.153565405789474	0	1
"AMZ2"	9152	11	"ENSG00000196704"	"chr17"	68247574	68257164	0.0705358678571429	0	1
"ANAPC1"	5942	0	"ENSG00000153107"	"chr2"	111766271	111884690	0.0801825388085106	0	0
"ANAPC10"	6814	0	"ENSG00000164162"	"chr4"	144831908	145098541	0.214196093875	0	0
"ANAPC11"	5133	12	"ENSG00000141552"	"chr17"	81890790	81900991	0.216971	0	1
"ANAPC13"	3896	0	"ENSG00000129055"	"chr3"	134477706	134486716	0.0758469891666667	0	0
"ANAPC15"	2453	12	"ENSG00000110200"	"chr11"	72106378	72112780	0.106743717647059	0	1
"ANAPC16"	7085	8	"ENSG00000166295"	"chr10"	72216000	72235860	0.22104275	0	1
"ANAPC2"	8113	0	"ENSG00000176248"	"chr9"	137174784	137188549	0.0361312079090909	0	0
"ANAPC4"	476	9	"ENSG00000053900"	"chr4"	25377213	25418498	0.0916191482941176	0	1
"ANAPC5"	1210	3	"ENSG00000089053"	"chr12"	121308245	121399896	0.230825357352941	0	1
"ANAPC7"	9124	12	"ENSG00000196510"	"chr12"	110372900	110403730	0.15763015	0	1
"ANGEL1"	218	0	"ENSG00000013523"	"chr14"	76786178	76826246	0.0582255648717949	0	0
"ANGEL2"	7985	12	"ENSG00000174606"	"chr1"	212992182	213015826	0.220671	0	1
"ANGPT2"	1301	12	"ENSG00000091879"	"chr8"	6499651	6563409	0.0894210772727273	0	1
"ANGPTL6"	4041	12	"ENSG00000130812"	"chr19"	10092338	10102796	0.104786215083333	0	1
"ANK1"	311	0	"ENSG00000029534"	"chr8"	41653220	41896762	0.105616322529412	0	0
"ANK2"	5447	0	"ENSG00000145362"	"chr4"	112818109	113383740	0.0979725564705882	0	0
"ANKDD1A"	7149	12	"ENSG00000166839"	"chr15"	64911902	64958700	0.107605386470588	0	1
"ANKFY1"	8799	0	"ENSG00000185722"	"chr17"	4163907	4263977	0.181697829411765	0	0
"ANKH"	5991	12	"ENSG00000154122"	"chr5"	14704804	14871778	0.0867268538095238	0	1
"ANKHD1"	4104	11	"ENSG00000131503"	"chr5"	140401814	140539856	0.114829225	0	1
"ANKIB1"	11	0	"ENSG00000001629"	"chr7"	92246234	92401384	0.175263998	0	0
"ANKLE1"	6369	12	"ENSG00000160117"	"chr19"	17281645	17287646	0.0406283435531915	0	1
"ANKLE2"	8152	0	"ENSG00000176915"	"chr12"	132725503	132761888	0.0970953642857143	0	0
"ANKMY1"	5386	0	"ENSG00000144504"	"chr2"	240479422	240569209	0.0686005093225806	0	0
"ANKRA2"	6849	12	"ENSG00000164331"	"chr5"	73552335	73565686	0.169546742702703	0	1
"ANKRD10"	1188	0	"ENSG00000088448"	"chr13"	110878540	110915069	0.0806080664285714	0	0
"ANKRD11"	7235	11	"ENSG00000167522"	"chr16"	89267627	89490561	0.110169704347826	0	1
"ANKRD12"	1708	0	"ENSG00000101745"	"chr18"	9136228	9285985	0.116622855555556	0	0
"ANKRD13A"	907	0	"ENSG00000076513"	"chr12"	109999186	110039763	0.113689683	0	0
"ANKRD13C"	3143	0	"ENSG00000118454"	"chr1"	70260588	70354734	0.0450808409090909	0	0
"ANKRD13D"	7847	12	"ENSG00000172932"	"chr11"	67288547	67302485	0.0623015666666667	0	1
"ANKRD16"	4366	0	"ENSG00000134461"	"chr10"	5861617	5889906	0.1429459175	0	0
"ANKRD17"	4185	0	"ENSG00000132466"	"chr4"	73073376	73258798	0.1170202	0	0
"ANKRD23"	6630	0	"ENSG00000163126"	"chr2"	96824526	96857934	0.1085289887	0	0
"ANKRD26"	2264	0	"ENSG00000107890"	"chr10"	26991914	27100498	0.0758897706216216	0	0
"ANKRD27"	2018	0	"ENSG00000105186"	"chr19"	32597007	32676597	0.105189322121212	0	0
"ANKRD28"	9673	0	"ENSG00000206560"	"chr3"	15667236	15859771	0.144807616666667	0	0
"ANKRD29"	5987	11	"ENSG00000154065"	"chr18"	23598926	23662885	0.136027242857143	0	1
"ANKRD33B"	6829	12	"ENSG00000164236"	"chr5"	10564330	10657816	0.1029891484	0	1
"ANKRD36B"	9170	12	"ENSG00000196912"	"chr2"	97492663	97589965	0.20684104	0	1
"ANKRD37"	8858	12	"ENSG00000186352"	"chr4"	185396021	185400628	0.0957556684210526	0	1
"ANKRD39"	9701	0	"ENSG00000213337"	"chr2"	96836611	96858095	0.1085289887	0	0
"ANKRD40"	6039	0	"ENSG00000154945"	"chr17"	50693190	50707924	0.0274093080769231	0	0
"ANKRD42"	4733	0	"ENSG00000137494"	"chr11"	83193739	83260694	0.129894095	0	0
"ANKRD44"	622	0	"ENSG00000065413"	"chr2"	196967017	197311173	0.168808727777778	0	0
"ANKRD46"	8837	0	"ENSG00000186106"	"chr8"	100509752	100559784	0.0817199106363636	0	0
"ANKRD49"	7423	0	"ENSG00000168876"	"chr11"	94493629	94499583	0.069683475	0	0
"ANKRD52"	4969	0	"ENSG00000139645"	"chr12"	56237807	56258391	0.222589	0	0
"ANKRD54"	1453	0	"ENSG00000100124"	"chr22"	37830855	37849327	0.1442772884375	0	0
"ANKRD9"	6122	0	"ENSG00000156381"	"chr14"	102501760	102509799	0.1024194972	0	0
"ANKS1A"	608	0	"ENSG00000064999"	"chr6"	34889265	35091413	0.130356886666667	0	0
"ANKS3"	7330	0	"ENSG00000168096"	"chr16"	4696510	4734378	0.0766789636363636	0	0
"ANKS6"	6943	12	"ENSG00000165138"	"chr9"	98731329	98796965	0.110218423529412	0	1
"ANKZF1"	6683	0	"ENSG00000163516"	"chr2"	219229757	219236669	0.0666578155555556	0	0
"ANLN"	189	8	"ENSG00000011426"	"chr7"	36389806	36453791	0.0770152033529412	0	1
"ANO10"	6432	12	"ENSG00000160746"	"chr3"	43354859	43691594	0.0867792523809524	0	1
"ANO5"	7730	0	"ENSG00000171714"	"chr11"	22193176	22283357	0.142174828375	0	0
"ANO6"	8169	0	"ENSG00000177119"	"chr12"	45215987	45440404	0.184483529411765	0	0
"ANO9"	8732	0	"ENSG00000185101"	"chr11"	417933	442011	0.0802845574193548	0	0
"ANP32A"	5017	0	"ENSG00000140350"	"chr15"	68778535	68820897	0.168537814285714	0	0
"ANP32B"	4668	0	"ENSG00000136938"	"chr9"	97983361	98015943	0.135278723076923	0	0
"ANP32E"	5274	0	"ENSG00000143401"	"chr1"	150218417	150236156	0.144170197352941	0	0
"ANTXR2"	6651	0	"ENSG00000163297"	"chr4"	79901149	80125454	0.266684843461538	1	0
"ANXA1"	4421	12	"ENSG00000135046"	"chr9"	73151757	73170393	0.12072179	0	1
"ANXA11"	3417	0	"ENSG00000122359"	"chr10"	80150889	80205572	0.154984584444444	0	0
"ANXA2"	8546	12	"ENSG00000182718"	"chr15"	60347134	60402883	0.0723198182608696	0	1
"ANXA2R"	8216	0	"ENSG00000177721"	"chr5"	43039081	43043170	0.0945794642857143	0	0
"ANXA4"	9181	0	"ENSG00000196975"	"chr2"	69644425	69827100	0.209988382758621	0	0
"ANXA5"	6805	0	"ENSG00000164111"	"chr4"	121667955	121697113	0.140636285116279	0	0
"ANXA6"	9193	12	"ENSG00000197043"	"chr5"	151100712	151157882	0.0833478935172414	0	1
"ANXA7"	4829	8	"ENSG00000138279"	"chr10"	73375101	73414076	0.158024607142857	0	1
"AP1AR"	4876	0	"ENSG00000138660"	"chr4"	112231737	112270047	0.125319993846154	0	0
"AP1B1"	1481	0	"ENSG00000100280"	"chr22"	29327680	29423179	0.128609728571429	0	0
"AP1G1"	7136	0	"ENSG00000166747"	"chr16"	71729000	71809201	0.0563081606578947	0	0
"AP1G2"	9745	0	"ENSG00000213983"	"chr14"	23559565	23568070	0.213736142857143	0	0
"AP1M1"	825	0	"ENSG00000072958"	"chr19"	16197578	16245907	0.1273070309375	0	0
"AP1S1"	2160	0	"ENSG00000106367"	"chr7"	101154397	101161596	0.099473737826087	0	0
"AP1S3"	5869	0	"ENSG00000152056"	"chr2"	223751686	223838027	0.0226474998947368	0	0
"AP2A1"	9178	0	"ENSG00000196961"	"chr19"	49766968	49807113	0.0415968800769231	0	0
"AP2A2"	8572	0	"ENSG00000183020"	"chr11"	924894	1012245	0.0831236395555556	0	0
"AP2B1"	83	0	"ENSG00000006125"	"chr17"	35578046	35726409	0.0468290466666667	0	0
"AP2M1"	6471	8	"ENSG00000161203"	"chr3"	184174689	184184091	0.143677340666667	0	1
"AP2S1"	389	0	"ENSG00000042753"	"chr19"	46838136	46850992	0.13514433	0	0
"AP3B1"	4229	0	"ENSG00000132842"	"chr5"	78000525	78294755	0.145667952758621	0	0
"AP3D1"	609	12	"ENSG00000065000"	"chr19"	2100988	2164465	0.140802389121212	0	1
"AP3M1"	8722	0	"ENSG00000185009"	"chr10"	74120255	74151063	0.0853896819166667	0	0
"AP3M2"	763	8	"ENSG00000070718"	"chr8"	42152946	42171673	0.1649953739375	0	1
"AP3S1"	8226	0	"ENSG00000177879"	"chr5"	115841481	115914081	0.1774868636	0	0
"AP3S2"	6218	12	"ENSG00000157823"	"chr15"	89830599	89894638	0.0445220832318182	0	1
"AP4B1"	4342	12	"ENSG00000134262"	"chr1"	113894748	113905201	0.205001164705882	0	1
"AP4E1"	1009	0	"ENSG00000081014"	"chr15"	50908672	51005900	0.0632241120689655	0	0
"AP4M1"	9813	0	"ENSG00000221838"	"chr7"	100101549	100110345	0.077493729	0	0
"AP4S1"	1540	12	"ENSG00000100478"	"chr14"	31025106	31096450	0.11607579	0	1
"AP5B1"	10007	12	"ENSG00000254470"	"chr11"	65775893	65780802	0.0957835591666667	0	1
"AP5M1"	475	12	"ENSG00000053770"	"chr14"	57268909	57298742	0.2986245	1	1
"AP5S1"	3689	0	"ENSG00000125843"	"chr20"	3820524	3828837	0.192520865625	0	0
"AP5Z1"	9946	0	"ENSG00000242802"	"chr7"	4775622	4794312	0.124640350583333	0	0
"APAF1"	3332	0	"ENSG00000120868"	"chr12"	98645141	98735433	0.067484744375	0	0
"APBA3"	178	0	"ENSG00000011132"	"chr19"	3750819	3761699	0.102455237142857	0	0
"APBB1IP"	931	0	"ENSG00000077420"	"chr10"	26438203	26567803	0.0535798602083333	0	0
"APBB2"	6720	0	"ENSG00000163697"	"chr4"	40810027	41216714	0.0508266656285714	0	0
"APBB3"	2700	0	"ENSG00000113108"	"chr5"	140558268	140564781	0.0726130362222222	0	0
"APC"	4413	0	"ENSG00000134982"	"chr5"	112707498	112846239	0.0559959144444444	0	0
"APEH"	6790	8	"ENSG00000164062"	"chr3"	49674002	49683963	0.0459328758333333	0	1
"APELA"	9982	0	"ENSG00000248329"	"chr4"	164877004	164898965	0.0998681391944444	0	0
"APEX1"	1596	0	"ENSG00000100823"	"chr14"	20455191	20457772	0.0466941421481481	0	0
"APH1A"	3068	8	"ENSG00000117362"	"chr1"	150265399	150269580	0.177064925	0	1
"APH1B"	4864	12	"ENSG00000138613"	"chr15"	63276018	63309126	0.0957483231578947	0	1
"API5"	7066	0	"ENSG00000166181"	"chr11"	43311963	43344529	0.09846034	0	0
"APIP"	5705	0	"ENSG00000149089"	"chr11"	34853094	34916499	0.172141948387097	0	0
"APLP2"	1084	0	"ENSG00000084234"	"chr11"	130069837	130144811	0.092865188	0	0
"APMAP"	1693	0	"ENSG00000101474"	"chr20"	24962925	24992979	0.0408268307631579	0	0
"APOBEC2"	3593	0	"ENSG00000124701"	"chr6"	41053304	41064511	0.124223655172414	0	0
"APOBEC3B"	8352	0	"ENSG00000179750"	"chr22"	38982347	38992804	0.0723738690909091	0	0
"APOBEC3C"	9971	11	"ENSG00000244509"	"chr22"	39014083	39020352	0.0752528074534884	0	1
"APOBEC3D"	9960	8	"ENSG00000243811"	"chr22"	39021113	39033276	0.0759775600119048	0	1
"APOBEC3F"	3856	11	"ENSG00000128394"	"chr22"	39040604	39053910	0.136048008888889	0	1
"APOBEC3G"	9907	8	"ENSG00000239713"	"chr22"	39077005	39087743	0.140988523076923	0	1
"APOBEC3H"	1491	12	"ENSG00000100298"	"chr22"	39097224	39104067	0.153709295407407	0	1
"APOBR"	8698	0	"ENSG00000184730"	"chr16"	28494649	28498970	0.113843946416667	0	0
"APOL1"	1501	9	"ENSG00000100342"	"chr22"	36253010	36267530	0.0693064121142857	0	1
"APOL2"	3854	12	"ENSG00000128335"	"chr22"	36226203	36239954	0.0722577858974359	0	1
"APOL3"	3850	12	"ENSG00000128284"	"chr22"	36140330	36166177	0.115071200081633	0	1
"APOL6"	9822	12	"ENSG00000221963"	"chr22"	35648395	35668409	0.126837411378378	0	1
"APOLD1"	8293	0	"ENSG00000178878"	"chr12"	12725917	12829975	0.114570604545455	0	0
"APOM"	9579	0	"ENSG00000204444"	"chr6"	31652416	31658210	0.13944188125	0	0
"APOPT1"	10022	8	"ENSG00000256053"	"chr14"	103562962	103607523	0.0713878107625	0	1
"APP"	5181	0	"ENSG00000142192"	"chr21"	25880550	26171128	0.1352867875	0	0
"APPBP2"	566	0	"ENSG00000062725"	"chr17"	60443149	60526219	0.323860846153846	1	0
"APPL1"	6199	12	"ENSG00000157500"	"chr3"	57227737	57273468	0.230350723157895	0	1
"APPL2"	4551	0	"ENSG00000136044"	"chr12"	105173296	105236238	0.0861637696	0	0
"APRT"	9497	12	"ENSG00000198931"	"chr16"	88809339	88811944	0.110249639622222	0	1
"APTX"	4682	0	"ENSG00000137074"	"chr9"	32972606	33025168	0.0791811257567568	0	0
"AQP3"	6957	0	"ENSG00000165272"	"chr9"	33441154	33447611	0.0898398442692308	0	0
"AQR"	257	0	"ENSG00000021776"	"chr15"	34851782	34969839	0.176580235363636	0	0
"ARAP1"	8879	12	"ENSG00000186635"	"chr11"	72685069	72793599	0.0601838455909091	0	1
"ARAP2"	408	0	"ENSG00000047365"	"chr4"	35948221	36244509	0.164023023548387	0	0
"ARCN1"	1350	0	"ENSG00000095139"	"chr11"	118572390	118603033	0.0357794775	0	0
"AREG"	2391	0	"ENSG00000109321"	"chr4"	74445134	74455009	0.12023293045	0	0
"AREL1"	3227	0	"ENSG00000119682"	"chr14"	74653437	74713115	0.0754706642857143	0	0
"ARF1"	5324	10	"ENSG00000143761"	"chr1"	228082660	228099212	0.14843236375	0	1
"ARF3"	4346	0	"ENSG00000134287"	"chr12"	48935723	48957551	0.169662912592593	0	0
"ARF4"	7363	11	"ENSG00000168374"	"chr3"	57571363	57598220	0.139715987586207	0	1
"ARF5"	32	12	"ENSG00000004059"	"chr7"	127588345	127591705	0.117451946190476	0	1
"ARF6"	6989	8	"ENSG00000165527"	"chr14"	49893092	49897054	0.1345086625	0	1
"ARFGAP1"	1652	0	"ENSG00000101199"	"chr20"	63272785	63289793	0.0949659528571429	0	0
"ARFGAP2"	5713	0	"ENSG00000149182"	"chr11"	47164299	47177125	0.0557726528181818	0	0
"ARFGAP3"	9938	0	"ENSG00000242247"	"chr22"	42796502	42858106	0.0663106566666667	0	0
"ARFGEF1"	666	0	"ENSG00000066777"	"chr8"	67173511	67343677	0.032373455	0	0
"ARFGEF2"	3544	8	"ENSG00000124198"	"chr20"	48921890	49036693	0.119351115	0	1
"ARFIP1"	6812	8	"ENSG00000164144"	"chr4"	152779937	152918463	0.0585560417	0	1
"ARFIP2"	4155	9	"ENSG00000132254"	"chr11"	6474683	6481479	0.0720618109545455	0	1
"ARFRP1"	1657	0	"ENSG00000101246"	"chr20"	63698642	63708025	0.087877592425	0	0
"ARGLU1"	4402	8	"ENSG00000134884"	"chr13"	106541673	106568164	0.06122282875	0	1
"ARHGAP1"	8036	0	"ENSG00000175220"	"chr11"	46677080	46700615	0.107226771666667	0	0
"ARHGAP10"	780	0	"ENSG00000071205"	"chr4"	147732063	148072780	0.21420125	0	0
"ARHGAP11A"	9456	0	"ENSG00000198826"	"chr15"	32615144	32639949	0.0452745439130435	0	0
"ARHGAP11B"	8954	8	"ENSG00000187951"	"chr15"	30624494	30772993	0.0679669111916667	0	1
"ARHGAP12"	6965	8	"ENSG00000165322"	"chr10"	31805404	31928876	0.0822256445454545	0	1
"ARHGAP15"	892	0	"ENSG00000075884"	"chr2"	143091362	143768352	0.131917216666667	0	0
"ARHGAP17"	5060	0	"ENSG00000140750"	"chr16"	24919385	25015666	0.154797358333333	0	0
"ARHGAP18"	5521	0	"ENSG00000146376"	"chr6"	129576132	129710225	0.0453579285714286	0	0
"ARHGAP19"	9705	0	"ENSG00000213390"	"chr10"	97222173	97292673	0.0760511238095238	0	0
"ARHGAP21"	2259	12	"ENSG00000107863"	"chr10"	24583609	24723668	0.083564897	0	1
"ARHGAP23"	10126	8	"ENSG00000275832"	"chr17"	38419280	38512392	0.0831873620833333	0	1
"ARHGAP24"	4870	0	"ENSG00000138639"	"chr4"	85475114	86002670	0.141255139555556	0	0
"ARHGAP25"	6646	12	"ENSG00000163219"	"chr2"	68679601	68826833	0.118151321275862	0	1
"ARHGAP26"	5481	8	"ENSG00000145819"	"chr5"	142770384	143229011	0.122582663636364	0	1
"ARHGAP27"	6317	8	"ENSG00000159314"	"chr17"	45393902	45434421	0.123569777878788	0	1
"ARHGAP30"	8869	8	"ENSG00000186517"	"chr1"	161046946	161069970	0.148162534444444	0	1
"ARHGAP31"	320	12	"ENSG00000031081"	"chr3"	119294373	119420714	0.1318796204	0	1
"ARHGAP33"	41	0	"ENSG00000004777"	"chr19"	35774532	35788822	0.117638649473684	0	0
"ARHGAP35"	6354	0	"ENSG00000160007"	"chr19"	46918676	47005077	0.0943791666666667	0	0
"ARHGAP44"	100	8	"ENSG00000006740"	"chr17"	12789539	12991643	0.107115718181818	0	1
"ARHGAP45"	8396	12	"ENSG00000180448"	"chr19"	1065923	1086628	0.117166385435897	0	1
"ARHGAP5"	1598	0	"ENSG00000100852"	"chr14"	32076114	32159728	0.1675501	0	0
"ARHGAP9"	3487	12	"ENSG00000123329"	"chr12"	57472255	57488814	0.0992858090909091	0	1
"ARHGDIA"	5127	10	"ENSG00000141522"	"chr17"	81867721	81871406	0.115100026190476	0	1
"ARHGDIB"	2536	0	"ENSG00000111348"	"chr12"	14942017	14961728	0.0422136067142857	0	0
"ARHGEF1"	915	0	"ENSG00000076928"	"chr19"	41883161	41930150	0.1679804375	0	0
"ARHGEF11"	4212	12	"ENSG00000132694"	"chr1"	156934840	157045370	0.0847500971111111	0	1
"ARHGEF12"	9171	12	"ENSG00000196914"	"chr11"	120336914	120489936	0.126819568181818	0	1
"ARHGEF17"	2455	12	"ENSG00000110237"	"chr11"	73308289	73369091	0.138099577857143	0	1
"ARHGEF2"	2994	0	"ENSG00000116584"	"chr1"	155946851	156007070	0.189245896	0	0
"ARHGEF3"	6767	10	"ENSG00000163947"	"chr3"	56727418	57079329	0.0958022935555556	0	1
"ARHGEF39"	4693	0	"ENSG00000137135"	"chr9"	35658875	35675866	0.1056377295	0	0
"ARHGEF5"	448	0	"ENSG00000050327"	"chr7"	144355288	144380632	0.114717822857143	0	0
"ARHGEF7"	1776	0	"ENSG00000102606"	"chr13"	111114559	111305737	0.164196289285714	0	0
"ARID1A"	3106	11	"ENSG00000117713"	"chr1"	26693236	26782104	0.03207141	0	1
"ARID1B"	440	8	"ENSG00000049618"	"chr6"	156777374	157210779	0.112218807415	0	1
"ARID2"	9041	9	"ENSG00000189079"	"chr12"	45729665	45908040	0.345691	1	1
"ARID3A"	2947	8	"ENSG00000116017"	"chr19"	925781	975934	0.1151314304	0	1
"ARID3B"	8333	12	"ENSG00000179361"	"chr15"	74541177	74598131	0.128810444444444	0	1
"ARID4A"	324	0	"ENSG00000032219"	"chr14"	58298385	58373887	0.0174094629166667	0	0
"ARID4B"	482	0	"ENSG00000054267"	"chr1"	235131634	235328219	0.1044141872	0	0
"ARID5A"	9166	0	"ENSG00000196843"	"chr2"	96536743	96552638	0.124185749090909	0	0
"ARID5B"	5770	0	"ENSG00000150347"	"chr10"	61901300	62096944	0.11955928	0	0
"ARIH1"	7077	0	"ENSG00000166233"	"chr15"	72474326	72602985	0.10447029	0	0
"ARIH2"	8192	0	"ENSG00000177479"	"chr3"	48918821	48986382	0.06312562	0	0
"ARL1"	3327	0	"ENSG00000120805"	"chr12"	101393120	101407820	0.1635774125	0	0
"ARL10"	8052	8	"ENSG00000175414"	"chr5"	176365468	176401865	0.0436311374	0	1
"ARL11"	5878	12	"ENSG00000152213"	"chr13"	49628299	49633872	0.151848141482759	0	1
"ARL13B"	7494	0	"ENSG00000169379"	"chr3"	93980139	94055668	0.10052152	0	0
"ARL14EP"	5880	9	"ENSG00000152219"	"chr11"	30323051	30338227	0.06973303128125	0	1
"ARL15"	8760	0	"ENSG00000185305"	"chr5"	53883945	54310582	0.0808291614285714	0	0
"ARL16"	9756	12	"ENSG00000214087"	"chr17"	81681174	81683924	0.0673927885714286	0	1
"ARL2"	9711	0	"ENSG00000213465"	"chr11"	65014113	65022184	0.115936681111111	0	0
"ARL3"	4821	0	"ENSG00000138175"	"chr10"	102673731	102714407	0.0784778866666667	0	0
"ARL4A"	3436	0	"ENSG00000122644"	"chr7"	12686856	12690934	0.131294216875	0	0
"ARL4C"	8962	12	"ENSG00000188042"	"chr2"	234493041	234497053	0.0899100425	0	1
"ARL5A"	6611	0	"ENSG00000162980"	"chr2"	151788984	151828492	0.109822303333333	0	0
"ARL5B"	7040	0	"ENSG00000165997"	"chr10"	18659405	18681639	0.0482639311424242	0	0
"ARL6"	2761	0	"ENSG00000113966"	"chr3"	97764521	97801242	0.0835417138461538	0	0
"ARL6IP1"	7615	0	"ENSG00000170540"	"chr16"	18791667	18801678	0.131504549473684	0	0
"ARL6IP4"	8509	0	"ENSG00000182196"	"chr12"	122980060	122982913	0.128730666666667	0	0
"ARL6IP5"	5408	0	"ENSG00000144746"	"chr3"	69084944	69106066	0.0860761093636364	0	0
"ARL6IP6"	8230	0	"ENSG00000177917"	"chr2"	152717893	152761253	0.07415348125	0	0
"ARL8A"	5336	0	"ENSG00000143862"	"chr1"	202133404	202144743	0.104569697894737	0	0
"ARL8B"	4328	12	"ENSG00000134108"	"chr3"	5122220	5180912	0.142330994324324	0	1
"ARMC1"	1936	0	"ENSG00000104442"	"chr8"	65602456	65634217	0.0590388185588235	0	0
"ARMC10"	7624	12	"ENSG00000170632"	"chr7"	103074881	103099764	0.0755859583333333	0	1
"ARMC5"	5055	0	"ENSG00000140691"	"chr16"	31458080	31467166	0.153116529444444	0	0
"ARMC6"	2085	0	"ENSG00000105676"	"chr19"	19033575	19060311	0.0826120077419355	0	0
"ARMC7"	3639	0	"ENSG00000125449"	"chr17"	75109952	75130265	0.118008224375	0	0
"ARMC8"	2770	0	"ENSG00000114098"	"chr3"	138187248	138298389	0.1624121125	0	0
"ARMC9"	4534	8	"ENSG00000135931"	"chr2"	231198546	231374837	0.0704688369230769	0	1
"ARMT1"	5532	0	"ENSG00000146476"	"chr6"	151452258	151470101	0.08436830321875	0	0
"ARNT"	5279	8	"ENSG00000143437"	"chr1"	150809705	150876768	0.17756196	0	1
"ARNTL"	4298	11	"ENSG00000133794"	"chr11"	13276652	13387266	0.129203381081081	0	1
"ARNTL2"	308	0	"ENSG00000029153"	"chr12"	27332854	27425289	0.0830555791666667	0	0
"ARPC1A"	9929	0	"ENSG00000241685"	"chr7"	99325910	99366262	0.1617821125	0	0
"ARPC1B"	3989	12	"ENSG00000130429"	"chr7"	99374249	99394801	0.0644896316666667	0	1
"ARPC2"	6674	11	"ENSG00000163466"	"chr2"	218217094	218254356	0.176510030769231	0	1
"ARPC3"	2522	0	"ENSG00000111229"	"chr12"	110434825	110450422	0.172447363636364	0	0
"ARPC4"	9928	11	"ENSG00000241553"	"chr3"	9792495	9807726	0.104733446809524	0	1
"ARPC5"	6570	12	"ENSG00000162704"	"chr1"	183620846	183635757	0.140756373076923	0	1
"ARPC5L"	4671	12	"ENSG00000136950"	"chr9"	124862130	124877733	0.0786321833333333	0	1
"ARPP19"	3894	11	"ENSG00000128989"	"chr15"	52547045	52569883	0.0753371584	0	1
"ARRB2"	5122	0	"ENSG00000141480"	"chr17"	4710489	4721499	0.125487030294118	0	0
"ARRDC1"	9200	0	"ENSG00000197070"	"chr9"	137605654	137615360	0.08284451625	0	0
